imdb_id,original_title,year_of_release,genres,imdb_rating,imdb_votes,story,actors
tt0418096,Rakht,2004,"['Horror', 'Thriller']",3.7,554.0,"A young widow named Drishti lives in a small remote village. She has the gift of reading tarot cards and seeing into the future and so she decides to run a small business telling fortunes. People who come for her help include Riya  who is abused by her husband  Sunny. But when Drishti advises Riya to leave him  Sunny begins to threaten her. Then there is Natasha. She is engaged to Rahul  who happens to be the headmaster of the school that Drishti's eight year old son attends. But one day  a shocked Drishti catches Natasha with another man during a party. A few days later  Natasha goes missing. The police are unable to find her. So Rahul turns to Drishti for help. Drishti  however  has a vision of her dead body  and a lake. She is scoffed upon by the local Assistant Commissioner of Police  Ranbir Singh  nevertheless the police do drag the lake at Natasha's dad insistence and recover Natasha's dead body. The primary suspect is ""Sunny""  who is arrested  tried in court  found guilty  and ...","['SanjayDutt', 'SunilShetty', 'BipashaBasu', 'DinoMorea', 'HimanshuMalik', 'AmritaArora', 'NehaDhupia', 'RajatBedi', 'PayalRohatgi', 'SharatSaxena', 'SachinKhedekar', 'ShivajiSatam', 'YanaGupta', 'AtulKale', '']"
tt0405266,Raincoat,2004,"['Drama', 'Romance']",7.6,3629.0,An unemployed Manoj (alias Manu) is told by his mother that they need some money for his sister's forthcoming marriage  and he sets out to find some. For this purpose  he visits his former Calcutta-based girlfriend  Neerj alias Neeru  whom he was to marry  but who preferred to marry someone wealthier  in Calcutta. He rings the doorbell  and the door is answered by Neerja herself  and he is invited inside. They talk and update each other on their lives. Neerja puts on Manoj's raincoat  so she could go out and buy something to cook for him. She warns him not to open the door nor let anyone in. After Neerja leaves a man knocks on the door  and requests entry into the house to use the toilet. Manoj opens the door and lets the male use the facilities. When this male finishes his business  he refuses to leave  and sits and talks with Manoj. It is during this conversation that Manoj finds out the stark truth behind Neerja  her husband  and their married life.,"['AjayDevgn', 'AishwaryaRaiBachchan', 'AnnuKapoor', 'MouliGanguly', 'PradipAdhikari', 'KailashKoppikar', 'KameshwarMishra', 'DilipPatra', 'SurekhaSikri', 'SameerDharmadhikari', '']"
tt0366985,Rudraksh,2004,"['Action', 'Fantasy', 'Sci-Fi']",2.6,1020.0,Healing powers that science cannot explain and voodoo practices that defy all logic are just some of the instances of paranormal activity that Dr. Gayatri [Bipasha Basu] is busy investigating. Her experiments bring her with her team of fellow scientists from America to India where they encounter the gifted Varun [Sanjay Dutt].Varun has inexplicable paranormal powers  yet is highly disciplined and evolved. His unusual ability of taking away pain and affliction from his subjects fascinates Gayatri and he becomes a willing subject of her cause. Gayatri's unusual experiments suddenly hurtle Varun towards guessing the existence of a dark power that is hidden and evil. What is the force all about? And why does it wage a battle against Varun? And how is it linked to Ravan's Rudrakash? Hidden away  vanished in the hoary mists of time is the most unusual Rudraksh. Legend has it that it carried in its folds seed sounds that promised to mutate humans into a new species. This was not a normal ...,"['SanjayDutt', 'BipashaBasu', 'SunilShetty', 'IshaKoppikar', 'KabirBedi', 'RajZutshi', 'AmitabhBachchan', '']"
tt0414503,Shaadi Ka Laddoo,2004,['Comedy'],5.2,90.0,India based Shomu and his wife Meenu are a happily married couple with two children. Shomu decides to travel to Britain for business purposes  as well as to meet his childhood friend  Ravi Kapoor. Once in Britain  Shomu finds himself getting close to single women  and realises that he is now ready for an extra-marital affair. His friend  Ravi Kapoor  on the contrary believes that Shomu is the luckiest man on earth  as he is in love with his wife  and their marriage is rock steady. Not trusting her husband  Meenu asks a U.K. based friend to check up on him. The friend reports back that Shomu is involved with a woman named Tara. Meenu decides to go to Britain as well and catch Shomu red-handed. In the meantime  Ravi meets with a waitress named Menaka Choudhary and decides to propose marriage to her  apprehensive that she too will turn him down. The stage is all set for sparks to fly  and emotions to rise.,"['SanjaySuri', 'MandiraBedi', 'AashishChaudhary', 'DivyaDutta', 'SamitaBangargi', 'SameerMalhotra', '']"
tt0411815,Run,2004,"['Action', 'Comedy', 'Drama']",4.8,1167.0,Jhanvi Choudhry wants to shape her own destiny by marrying the man of her dreams  Siddharth who wholeheartedly loves her - but her wealthy and influential family will not permit her to marry Siddharth and instead deals with this situation violently by openly threatens and attempt to kill Siddharth on numerous occasions.,"['AbhishekBachchan', 'BhoomikaChawla', 'MaheshManjrekar', 'VijayRaaz', 'MukeshRishi', 'AnjanSrivastav', 'GogaKapoor', 'MukulAgarwal', 'ShwetaMenon', 'NeeluKohli', 'AnushkaShetty', 'Snehal', 'Shafi', 'Aadil', '']"
tt0423087,Rok Sako To Rok Lo,2004,"['Adventure', 'Musical', 'Romance']",4.4,1824.0,In a small scenic town in India there are two schools  Valley High School  which basically caters to the affluent  and Bharti High School for the middle-class. The annual sports fest has always been dominated by the Valley High students  with Kabir Mukherjee winning the coveted race for many years  and after his tenure gets over  Ranveer Pratap Singh takes over. Now this year  Ranveer's championship status is being challenged by Bharti High's Dev  who is also fallen head over heels in love with Ranveer's girlfriend  Sanjana  ignoring romantic overtures from the lovely fellow student  Suhana. The stage is all set for the annual sports as participants  their respective families  and the general public await to see who the all-round winner will be this year.,"['SunnyDeol', 'YashPandit', 'ManjariFadnnis', 'CarranKapur', 'AparnaKumar', 'RamMenon', 'KarunPunchi', 'AbbasSaria', 'AjaySheoparna', 'JehanHillowalla', 'ShreyaDas', 'ShriyaSaran', 'NamrataShirodkar', 'DeeptiBhatnagar', '']"
tt0402606,Suno Sasurjee,2004,"['Action', 'Comedy', 'Musical']",2.4,133.0,Mr. Raj K. Saxena is known for his parsimony. Everything he does and thinks is valued with money  and ways he can accumulate it. His daughter  Kiran  is the opposite  a spendthrift. Mr. Saxena borrows money from elderly people  assuring them of returning the loan with a handsome rate of interest after about 20 years  knowing fully well that none of them will survive 20 years. Then he meets with the son of one of such lender  aptly named after him viz. Raj K. Saxena. Mr. Saxena refuses to repay the amount  swallows the proof  the only evidence  and asks Raj to get out  which he does so. Raj is determined to get his money  and wants Kiran to fall in love with him. Kiran does so  and brings him over to introduce him to her shocked and speechless dad. Things change when Raj inherits a large amount of money  ironically left by Mr. Saxena maternal grandmother  and it is Mr. Saxena who is now anxious to get in the good books of Raj  with hilarious results.,"['AftabShivdasani', 'AmeeshaPatel', 'GulshanGrover', 'Asrani', 'ShashiSharma', 'AchalaSachdev', 'KunickaaSadanand', 'ShaktiKapoor', 'RazakKhan', 'DivyaaDwivedi', 'KaderKhan', 'DineshHingoo', 'MushtaqKhan', 'BobbySainy', '']"
tt0367110,Swades: We the People,2004,['Drama'],8.2,76737.0,"Set in modern day India  Swades is a film that tackles the issues that development throws up on a grass root level. It is to this India  which is colorful  heterogeneous and complex that Mohan Bhargava (Shah Rukh Khan)  a bright young scientist working as a project manager in NASA  returns to on a quest to find his childhood nanny. The film uses the contrast between the highly developed world of NASA  which has been at the forefront of advances in space research  and this world back home in India  which is at the crossroads of development. Mohan's simple quest becomes the journey that every one of us goes through in search of that metaphysical and elusive place called ""home"".","['ShahRukhKhan', 'GayatriJoshi', 'KishoriBallal', 'SmitSheth', 'LekhTandon', 'RajeshVivek', 'DayaShankarPandey', 'FarrukhJaffar', 'VishnuduttGaur', 'RajaAwasthi', 'VishwaMohanBadola', 'BhimVakani', 'RahulVohra', 'RajeshBalwani', '']"
tt0435437,Taarzan: The Wonder Car,2004,"['Action', 'Fantasy', 'Thriller']",4.4,2250.0,Devesh (Ajay Devgan) was Raj's father who was a futuristic car designer. He owned an old car  which was passed down to him from his father and he hoped to pass it on to his son  Raj. After many hours designing  he shows his design to a car company owned by four men (Pankaj Dheer  Sadashiv Amrapurkar  Shakti Kapoor and Mukesh Tiwari)  little did he know that they would turn around and patent the design and take credit for it. In an attempt to get justice  Devesh reports the incident to the police and later finds out the hard way that the police officer was part of the deception. After Devesh confronts the men  they fight and Devesh is knocked out and left unconscious. The men decide to place him in his car and dump the car in the nearby lake. Devesh drowns to death leaving behind his mother and his young son. A few years pass by and Raj has grown up and enters college. Raj is a simple looking  geeky guy who is made fun of because of the way he looks. He meets Priya (Ayesha Takia) who ...,"['VatsalSheth', 'AyeshaTakia', 'AjayDevgn', 'FaridaJalal', 'PankajDheer', 'SadashivAmrapurkar', 'ShaktiKapoor', 'MukeshTiwari', 'AmrishPuri', 'GulshanGrover', 'RajpalYadav', 'DeepakShirke', '']"
tt0415943,Nothing But Life,2004,"['Comedy', 'Drama']",7.4,25.0,"Rajiv Anchal's ""Life in Las Vegas""  portrays East Indians living in the U.S. but these characters stand as a metaphor for the greater search of the human spirit. Two young men  Roby and Johnny  work at a Casino in Las Vegas. They share a dream of saving enough money in order to return to their native country and live comfortably from their American earnings. Roby's materialistic search only leads him to spiritual emptiness. His girlfriend Vandana brings a psychiatrist  Dr. Maddy and a friend  Colonel Abdulla  into his life. In a humorous way they enlighten him to find value and the true purpose of his life.","['Madhavan', 'Kaveri', 'Sreenivasan', 'Nazzer', 'Innocent', 'NehaPendse', '']"
tt0410591,Shart: The Challenge,2004,"['Drama', 'Romance']",3.7,141.0,Karan lives a wealthy lifestyle in India  while his parents reside in the United States of America. Karan runs an advertising company and is very popular. He is in love with his childhood sweetheart  Sonam  and both are expected to marry son. Karan likes to get on challenges and bets - and ends up getting into a bet with Sonam that he can romance any woman and get her to marry him. Sonam chooses a woman  Saryu  and leaves for America to be with her future in-laws. Karan successfully woos Sarya  wins her heart and has her virtually eating out of his hand. He is all set to tell Sonam about his conquest - when he finds out that Saryu has a possessive brother  Nanda  who does not approve of Karan - and wants him out of her life  or else he would have him severely beaten up by his goons and forbids Saryu from seeing Karan. Karan accepts the challenge and is now determined to meet with Saryu at any and all costs. It is then that Nanda informs Saryu that Karan is really in love Sonam and ...,"['TussharKapoor', 'GracySingh', 'AmritaArora', 'AnupamKher', 'PrakashRaj', 'HimaniShivpuri', 'RajpalYadav', 'AmeeshaPatel', 'PawanKalyan', 'VrajeshHirjee', 'ShaktiKapoor', '']"
tt0430702,Tumsa Nahin Dekha,2004,"['Musical', 'Romance']",4.5,623.0,Daksh Mittal (Emraan Hashmi) is a charming and continually drunk millionaire. One day  he sees a girl  Jia (Dia Mirza)  on the street and falls madly in love with her.He even kisses Jia in the street. Jia is working as a striptease dancer and has a mentally handicapped brother (Atul Parchure). Daksh and Jia spend some time with each other and fall in love. Daksh  however  is supposed to marry the rich Anhaita Madhwani (Pooja Bharti) in order to inherit a million-dollar trust. For help  Daksh turns to his butler  John Uncle (Anupam Kher). John Uncle likes Daksh to end up with Jia very much  however  John is very ill and finally gets transmitted to hospital. The engagement party for Daksh and Anhaita is taking place and John Uncle manages to convince Jia to go to the party. Daksh and Jia dance  and meanwhile  John Uncle is dying at the hospital. Daksh decides to honour John Uncle's memory and goes to propose to Jia - she accepts and after a final clash with the family  Daksh is allowed ...,"['EmraanHashmi', 'DiaMirza', 'AnupamKher', 'SharatSaxena', 'SurekhaSikri', 'UdayTikekar', 'PoojaBharti', 'AvtarGill', 'AtulParchure', 'RanaJungBahadur', 'Shabnam', 'RajaVaid', 'SundeepSharma', 'Ashok', '']"
tt0416282,Vaastu Shastra,2004,"['Horror', 'Mystery']",4.9,585.0,Dr. Jhilmil Rao works in a Pune Hospital  and lives in a flat with her writer husband  Virag her sister  Radhika; and son  Rohan. The family decides to re-locate to Saswade about 12 km from Pune in a spacious bungalow. Virag finds the necessary solitude to carry on with his writing  Radhika and Jhilmil take the car for college and work respectively  while Rohan is delighted that he has ample place to play. He soon befriends two other children Manish and Jyoti and informs his parents accordingly. Since there is no neighbor anywhere within sight  they think that he has an active imagination like his dad. They decide to hire a maid  Rukma  to look after him. Subsequently  Rohan complains that Rukma had tried to kill him by trying to push him under a truck  but Rukma denies this. Rohan also accuses Rukma of stealing property from their house  which Rukma vehemently denies. The next day the Police Inspector Bhupal Gorpade  informs the Raos that Rukma has been killed by a hit and run driver...,"['VickyAhuja', 'J.D.Chakravarthi', 'AhsaasChanna', 'PeeyaRaiChowdhary', 'ZakirHussain', 'RasikaJoshi', 'PurabKohli', 'BansareeMadhani', 'MeghnaMalik', 'Rafiqa', 'SushmitaSen', 'ChintanAtulShah', 'SayajiShinde', '']"
tt0385351,Yeh Lamhe Judaai Ke,2004,"['Drama', 'Mystery', 'Romance']",3.8,1519.0,Dushyant and Jaya are childhood friends. In spite of his family's poverty  Dushyant has one great ambition in life: to become a successful singer. Jaya encourages him all she can and helps him to realize his dreams. But when Dushyant finally obtains the recognition he has craved for  his career becomes all-important to him. Will the relationship shatters under the strain of his newfound celebrity status?,"['ShahRukhKhan', 'RaveenaTandon', 'NavneetNishan', 'AvtarGill', '']"
tt0410954,Sheen,2004,"['Action', 'Drama']",6.3,56.0,"One would tend to think that the Indian Government had learned it's lesson as to treating it's very citizens with the dignity they deserve  instead of casting them as refugees as they did to the people who had to flee from Pakistan in 1947-48. In January  1990  the Kashmiri Pandits too were subject to the same indignity  not only at the hands of their own government  the mujahaideen extremists  their friends  and neigbors  but were also cast as ""refugees"" in their own country. This story revolves around resilient Pandit Amarnath who is the only Pandit who is refusing to leave Srinagar. He is compelled to do  after Muslim Jihaadis brutally kill his son  just a day after a U.S.-based ""Human Rights"" group concluded that there was no violence  and peace prevails in the Kashmir Valley  which is being over-run by Muslim extremists  who receive their ""training"" in Pakistan. Amarnath realizes that he has an uphill task for having his issues resolved with his very own Government  as well as ...","['TarunArora', 'Sheen', '']"
tt0306228,Where's the Party Yaar?,2003,['Comedy'],4.9,990.0,"Harish Kumar Patel lives with his mom and dad in Valsad  Gujarat  India  where he is studying Electronic Engineering. His dad  Satish Kumar  wants him to re-locate to the U.S.  live with the Bakshis  study  and marry the girl of his choice. Harish must first go through the blessings of an Astrologer  Bholey Shankar Maharaj  who blesses him  informs him that he will meet a girl whose name will start with ""P""  who he will marry. An overly excited Harish travels all the way to Houston  Texas  U.S. where he is met fondly by the Bakshi family  consisting of Mrs. and Dr. Bakshi  Mohan  and Deepu. In keeping with the fear and paranoia after the September 11 attacks  Mrs. Bakshi has made it a practice to place American flags in the front pockets of her sons  and she does it now for Harish as well. Mohan is around Harish's age and shows him around the campus. Harish meets with a beautiful Malyalee girl  Priya  and falls in love with her. But things do not go as planned when Harish finds out ...","['DiwakarPathak', 'SunilMalhotra', 'IndravadanTridevi', 'ArunBakshi', 'UlkaAmin', 'ShaanPuri', 'KalPenn', 'AnkurPatel', 'TanTu', 'PrakashDesai', 'MousamiDave', 'IndiWijay', 'M.Kabir', 'CharlieFlynn', '']"
tt0254481,Koi... Mil Gaya,2003,"['Action', 'Drama', 'Romance']",7.1,19430.0,Scientist Sanjay Mehra devises a computer that is capable of contacting aliens. His happiness is cut short when the scientists at a space-research center scoff at him and refuse to believe his claims. While returning home with his pregnant wife  he glimpses an alien spaceship  and  in the resulting confusion  he cannot control his car  leading to a crash. His wife survives but their unborn child suffers brain damage. Years later  their son Rohit Mehra has grown up but has thinking capacity of a child. He befriends the compassionate Nisha  which angers Nisha's suitor Raj  a spoiled brat. One day  Rohit and Nisha find Rohit's father's computer in his shed and follow the instructions provided. That very evening  their town is paid a visit by an alien spaceship that lands someplace nearby and takes off shortly afterward. But when the police inspect the footprints  they discover that one of the aliens has been left behind. Then Rohit and Nisha find the alien  name him Jadoo  and watch as ...,"['Rekha', 'HrithikRoshan', 'PreityZinta', 'RakeshRoshan', 'PremChopra', 'RajatBedi', 'JohnnyLever', 'MukeshRishi', 'AnujPandit', 'MohitMakkad', 'JaiChoksi', 'OmkarPurohit', 'HansikaMotwani', 'PranitaBishnoi', '']"
tt0347304,Kal Ho Naa Ho,2003,"['Comedy', 'Drama', 'Romance']",8.0,58925.0,The film's female lead  Naina (Preity Zinta) narrates the story. Her father had committed suicide years ago which left a deep impact on her heart. Her family is dysfunctional since her mother and grandmother just cannot stop arguing. But when Aman (Shahrukh Khan) arrives next door  the whole gloomy conditions change. Aman infuses life in skeptical and overtly serious Naina  and she falls in love with him. But Aman knows that he cannot marry Naina because of a secret which he cannot divulge to her. So he intends upon setting her up with her best pal Rohit (Saif Ali Khan).,"['ShahRukhKhan', 'PreityZinta', 'SaifAliKhan', 'JayaBachchan', 'SushmaSeth', 'ReemaLagoo', 'LilleteDubey', 'DelnaazIrani', 'RaniMukerji', 'SonaliBendre', 'MichaelPinkhas', 'SanjayKapoor', 'SulabhaArya', 'AthitNaik', '']"
tt0435390,Shukriya: Till Death Do Us Apart,2004,"['Drama', 'Family', 'Musical']",5.3,130.0,"Thirty years ago Karam Jindal together with his widowed mom  Gayatri  and wife  Sandhya  had immigrated to London  England. Shortly thereafter Gayatri gets cancer and tragically passes away. Then  Sandhya gives birth to two daughters  Anjali and Sanam. The Jindals accumulate wealth  and are now one of the wealthiest families' in London. Anjali gets married to Akash  while Sanam is on the look-out for her beau. With Karam's 60th birthday coming up  Anjali is busy with preparations for a grand party  while Sanam has already started with her make-up. Karam hopes to get Sanam married to Yash  his employee  who is like a son to him. Add to that is the inauguration of the ""Gayatri Jindal Cancer Hospital"" which is to be done on the same day. With the preparations under way  Karam brings home a young man  Rohan ""Ricky"" Verma  to live with them for a few days. Sanam has already met him and is quite friendly with him. She confides in her mom that she would like to marry Rohan  and her mom ...","['AnupamKher', 'AftabShivdasani', 'ShriyaSaran', 'Indraneel', 'RatiAgnihotri', 'RanaJungBahadur', '']"
tt0346723,Chalte Chalte,2003,"['Drama', 'Romance']",6.5,13604.0,Raj and Priya come from two different strata of society. While Raj owns a small-time transport business and belongs to the economically middle class section of society  Priya belongs to the affluent class and is on the road to becoming a famous fashion designer. But when a chance encounter brings them together  they are drawn towards each other. Raj has fallen for Priya but Priya is already engaged to marry her childhood friend Sameer. Raj follows her all the way to Greece to woo her. During the journey Priya realizes that Raj is her true soulmate and decides to marry him. But after a year of their marriage  things are not quite rosy as the once-lovestruck couple faces the harsh realities of marriage. Raj runs into financial problems and Priya borrows money from Sameer without telling Raj. When Raj finds out  all hell breaks loose and in an angry fit he accuses Priya of infidelity. This is too much to take for Priya and she leaves their home. Will they reunite or will the discord ...,"['ShahRukhKhan', 'RaniMukerji', 'JasArora', 'SatishShah', 'JayshreeT.', 'RajeevVerma', 'LilleteDubey', 'JohnnyLever', 'JameelKhan', 'SureshMenon', 'HaidarAli', 'SureshBhagwat', 'DinyarTirandaz', 'MasoodAkhtar', '']"
tt0347167,The Hero: Love Story of a Spy,2003,"['Action', 'Adventure', 'Drama']",5.2,1901.0,Arun Khanna is a spy for the Indian government whose aid is enlisted to stop ISI Chief Ishak Khan. Khan is trying to build a nuclear bomb with which he can liberate Kashmir from the Indians. A battle of wits ensues. When Khan detonates a bomb at Khanna's engagement party to a fellow spy  Khanna's resolve is only strengthened. Now not only does he have to fight Khan  but he also has to track down his missing fiancee.,"['SunnyDeol', 'PreityZinta', 'PriyankaChopra', 'AmrishPuri', 'KabirBedi', 'ParvinDabas', 'RajpalYadav', 'YvonneMaverick', '']"
tt0337578,Baghban,2003,"['Drama', 'Romance']",7.4,14248.0,Raj Malhotra and wife Pooja have four sons. The sons have settled down professionally and are quite independent. However  when Raj Malhotra retires  none of his children want to be burdened with the responsibility of taking care of their parents. Strangely  it is the adopted son who proves to be the most kind hearted of them all. Salman's girlfriend eventually marries him. The question is  will Raj and Pooja's sons learn the folly of their ways and turn over a new leaf?,"['AmitabhBachchan', 'HemaMalini', 'SalmanKhan', 'MahimaChaudhry', 'AmanVerma', 'SamirSoni', 'SaahilChadha', 'NasirrKhan', 'SumanRanganath', 'DivyaDutta', 'ArzooGovitrikar', 'RimiSen', 'YashPathak', 'PareshRawal', '']"
tt0265148,Main Prem Ki Diwani Hoon,2003,"['Comedy', 'Drama', 'Musical']",4.0,3928.0,The Kapoor family are very rich Indians who live in India and want their youngest daughter Sanjana to get married to an American-Indian businessman named Prem. Prem is welcomed  and after a few misunderstandings  both Sanjana and Prem fall in love with each other. Then chaos descends upon the Kapoor family when they find out that the boy named Prem is a fake  and that the real Prem was delayed and is now reaching India. How will this news affect Sanjana  who has given her heart to the fake Prem?,"['HrithikRoshan', 'KareenaKapoor', 'AbhishekBachchan', 'JohnnyLever', 'PankajKapur', 'RajuSrivastava', 'VrajeshHirjee', 'KunalVijaykar', 'HimaniShivpuri', 'ReemaLagoo', 'UpasnaSingh', 'TanaazCurrimIrani', 'Himakshi', 'DalreenMeyers', '']"
tt0347416,LOC: Kargil,2003,"['Drama', 'History', 'War']",5.1,2284.0,LOC KARGIL is the story of Indian soldiers fighting in Kargil and being remembered by their family. There is Vikram Batra (Abhishek Bachchan)  a daredevil soldier who won Param Vir Chakra for his bravery. Manoj Pandey (Ajay Devgan)  a poet by nature laid his live and was served with Param Vir Chakra too. The toughest of all the soldiers was Lt. Balwant Singh (Akshaye Khanna) awarded the Mahaveer Chakra. Major Deepak Rampal (Sanjay Kapoor) was on leave when the call for war came. He was the backbone of the unit  awarded VIR CHAKRA. Lt. Col. Y. K. Joshi (Sanjay Dutt)  a daredevil soldier was too awarded VIR CHAKRA. Captain Anuj Nayyar (Saif Ali Khan) for whom death was just another game lived his life and was awarded with Mahaveer Chakra.,"['SanjayDutt', 'AjayDevgn', 'SaifAliKhan', 'SunilShetty', 'SanjayKapoor', 'AbhishekBachchan', 'AkshayeKhanna', 'NagarjunaAkkineni', 'AshutoshRana', 'RaniMukerji', 'KaranNath', 'ManojBajpayee', 'KareenaKapoor', 'RaveenaTandon', '']"
tt0347416,LOC: Kargil,2003,"['Drama', 'History', 'War']",5.1,2284.0,LOC KARGIL is the story of Indian soldiers fighting in Kargil and being remembered by their family. There is Vikram Batra (Abhishek Bachchan)  a daredevil soldier who won Param Vir Chakra for his bravery. Manoj Pandey (Ajay Devgan)  a poet by nature laid his live and was served with Param Vir Chakra too. The toughest of all the soldiers was Lt. Balwant Singh (Akshaye Khanna) awarded the Mahaveer Chakra. Major Deepak Rampal (Sanjay Kapoor) was on leave when the call for war came. He was the backbone of the unit  awarded VIR CHAKRA. Lt. Col. Y. K. Joshi (Sanjay Dutt)  a daredevil soldier was too awarded VIR CHAKRA. Captain Anuj Nayyar (Saif Ali Khan) for whom death was just another game lived his life and was awarded with Mahaveer Chakra.,"['SanjayDutt', 'AjayDevgn', 'SaifAliKhan', 'SunilShetty', 'SanjayKapoor', 'AbhishekBachchan', 'AkshayeKhanna', 'NagarjunaAkkineni', 'AshutoshRana', 'RaniMukerji', 'KaranNath', 'ManojBajpayee', 'KareenaKapoor', 'RaveenaTandon', '']"
tt0374887,Munna Bhai M.B.B.S.,2003,"['Comedy', 'Drama', 'Musical']",8.1,67148.0,In India gangsters are called Bhai (brothers). One such Bhai is Munna  who is feared by everyone in Mumbai  a big city in India. He cons his village-based parents into believing that he is a doctor. He gets a shock when he finds out that they are coming to verify for themselves. So he transforms a rooming shanty house into a makeshift hospital  populated by patients  people he beats up. His parents arrive  are pleased  and happy that their son is well settled. They would like him to get married to a doctor's daughter. The marriage is arranged  but before the engagement  the bride's father finds out the truth about Munna  and cancels the marriage. Munna's humiliated parents see the truth for themselves  and hurt  they return home  leaving Munna with a strong desire to hurt the doctor - and force him to let his daughter get married to him - even if it means getting admitted in the medical college - with forged documents!!!,"['SanjayDutt', 'ArshadWarsi', 'GracySingh', 'SunilDutt', 'BomanIrani', 'RohiniHattangadi', 'KurushDeboo', 'JimmySheirgill', 'YatinKaryekar', 'SureshChatwal', 'NehaDubey', 'MumaitKhan', '']"
tt0364621,Qayamat: City Under Threat,2003,"['Action', 'Drama', 'Romance']",4.7,1978.0,CBI Officer Akram Sheikh (Sunil Shetty) is on the verge of nabbing three dreaded Pakistan-backed arms dealers   the brothers Ali (Arbaaz Khan) and Abbas (Sanjay Kapoor) and their common moll Laila (Isha Koppikar) . When Sheikh busts an important arms deal conducted by his three targets   Ali-Abbas join forces with Gopal (Chunky Pandey)   a corrupt scientist to get hold of a deadly virus and take the tourists at the Elphinstone Jail resort as hostage . Akram Sheikh is now compelled to get help from Rachit (Ajay Devgan)   a criminal serving jail time who was a former associate of Ali-Abbas and the only person in history to have successfully escaped the Elphinstone jail . Along with a commando team   they try to pull off a rescue attempt by breaking in the jail and rescuing the hostages .,"['AjayDevgn', 'SunilShetty', 'SanjayKapoor', 'ArbaazKhan', 'ChunkyPandey', 'AyubKhan', 'IshaKoppikar', 'RiyaSen', 'NehaDhupia', '']"
tt0349058,88 Antop Hill,2003,"['Mystery', 'Thriller']",4.6,59.0,Antara Shelar lives an upper middle-class life with her husband  Pratyush  and a young daughter. She is exasperated with her husband spending more and more time at work  and not with her and their daughter  so she decides to leave him. Alone  Pratyush gets a desperate phone call from his co-worker  Aslam Durrani  to attend at 88 Antop Hill. Upon arrival  he is met with a tall  gorgeous young woman  who goes by the name of Teesta. Anxious to find out Aslam's plight and also of is attraction towards her  they go for a drive  and have a drink at a bar. When they return  she invites him into her apartment  and goes to change her clothes. The next day  Murli Mansukhani  Teesta's neighbor summons the police  who arrive and find Teesta's dead body  slain with a sharp instrument. Then begins the manhunt for the killer  who the watchman has now identified as Pratyush. Pratyush meets with Aslam the next day  Aslam admits to having played a prank on him. But denies ever going to Antop Hill  nor ...,"['AtulKulkarni', 'RahulDev', 'SuchitraPillai', 'ShwetaMenon', ""JasmineD'Souza"", '']"
tt0338490,3 Deewarein,2003,"['Crime', 'Drama']",7.9,2029.0,Reporter  Chandrika wants to film a documentary on the life of prisoners and thus seeks permission from Jailer  Mohan Kumar to conduct a study on three prisoners that are soon to be hang - a qualify lawyer  Jagdish Prasad alias Jaggu  guilty of knifing his unfaithful wife multiple times to death  Ishaan Mirza  a con-man  guilty of shooting a pregnant bank teller to death while Naagya causes the death of his wife by pushing her in the midst of a running vehicle.,"['NaseeruddinShah', 'JackieShroff', 'JuhiChawla', 'NageshKukunoor', 'GulshanGrover', '']"
tt0389726,Aanch,2003,['Drama'],6.1,98.0,Vidya lives a middle-class lifestyle in a virtually lawless town called Amarpur  India  along with her widower and disabled dad  Shambhu; married brother  Shiva and his wife  Lata; and her paternal grandma. She studies in the Arts Commerce and Science college in Bombay  and is summoned home to get married to a man of her family's choice  to which she reluctantly agrees. On the day of the marriage  a dancer performs an item which angers Mahadev  who is the Mukhiya of Mandaur  another lawless town  where the groom hails from. Friction breaks out  guns are drawn  people are killed  and Amarpur's Mukhiya  Jawahar Pandit  decides to torch the harvest of Mandaur and flee. An angered Mahadev instructs Shiva to wipe the Sindoor from Vidya's forehead  make her live the life of a widow  and not permit her to re-locate to her husband until he avenges this humiliation. Vidya is thus imprisoned in her home but shortly thereafter manages to convince her dad and Shiva to let her return to Bombay ...,"['ArunBakshi', 'SuchindraBali', 'PoonamJhawer', 'AyeshaJhulka', 'AkhilendraMishra', 'SharbaniMukherji', 'NirmalPandey', 'NanaPatekar', 'VishwajeetPradhan', 'DeepRajRana', 'PareshRawal', 'RakhiSawant', '']"
tt0348521,Aapko Pehle Bhi Kahin Dekha Hai,2003,"['Action', 'Comedy', 'Drama']",4.8,232.0,Calgary-based wealthy Pakhi meets and falls in love with Samar Dev  who claims to be Pepsi's Additional General Manager. He is introduced to her dad  Sam  and aunt Asha; and a lavish wedding is planned much to Sam's chagrin who feels that he has met Samar before. It is just before the marriage that Sam's suspicions will be well-founded after he finds Samar in the womens' restroom. Close questioning will reveal that Samar is not who he claims to be  and Pakhi will have nothing but a canceled wedding and broken heart to mend  and no way of knowing who Samar really is nor what his motive was in befriending her.,"['PriyanshuChatterjee', 'SakshiShivanand', 'FaridaJalal', 'NavneetNishan', 'OmPuri', 'ArundhatiRoy', '']"
