imdb_id,original_title,year_of_release,genres,imdb_rating,imdb_votes,story,actors
tt0396768,Nyay Anyay,1990,['Drama'],5.4,33.0,Sumeet a bright and simple student in love with Anju.His relation is approved by his brother Ravi a judge and wife Rama a lawyer.Sumeet's college has a gang of of spoil brats who harass fellow students.Anju becomes their victim during a college trip leading to her death When Sumeet finds the truth he kills them one by one.Where destiny brings him in the court of law where the judge is Ravi and defense lawyer is Rama.,"['Jeetendra', 'JayaPrada', 'SumeetSaigal', 'ShilpaShirodkar', 'AnupamKher', 'PareshRawal', 'MangalDhillon', 'ShashiKumar', 'ShashiKiran', 'K.K.Raj', 'AnkushMohite', 'TonySharma', 'AnilSood', 'BinduKamat', '']"
tt0248428,Shiva,1989,"['Action', 'Crime', 'Drama']",8.1,2804.0,Siva  a student  comes to Vijayawada from a nearby town to pursue his education. He lives with his brother Sharath's family  and enrolls in the VAS College of Arts and Sciences. Although Sharath and his daughter Keerthi get along well with Siva  his wife considers him a financial burden. Siva befriends a group of students and falls in love with Asha  sister of the honest police inspector Venkat. The college's (unopposed) student-union president  J. Durga Rao (known as J. D.) is the lowest rung in a gang ladder reaching through the gangster Ganesh to Bhavani  a crime boss. Bhavani uses the network to support his mentor Machiraju  a politician. Although J. D. is arrested many times  Bhavani continues to bail him out. When J. D. teases Asha on campus  Siva attacks him with a bicycle chain; a rivalry then develops between him and Ganesh. The incident encourages Siva's friends to ask him to stand for the student-union presidency  but he wants them to nominate Naresh (one of the group) ...,"['NagarjunaAkkineni', 'AmalaAkkineni', 'Raghuvaran', 'J.D.Chakravarthi', 'MuraliMohan', 'SubhalekhaSudhakar', 'Chinna', 'TanikellaBharani', 'Jagan', 'Nirmalamma', 'Uttej', 'RamJagan', 'RajZutshi', 'PareshRawal', '']"
tt0261296,Shaitani Ilaaka,1990,['Horror'],4.9,38.0,An evil sorceress feeds the blood of new brides to a Shaitan  an ancient and fearsome demon.,"['SunilDhawan', 'ShehnazKudia', 'NeelamMehra', 'SurendraPal', 'DeepakParashar', 'K.K.Raj', 'Ranjeet', 'SatishShah', 'Shamsuddin', 'KanwaljitSingh', 'Sripradha', 'Sunaina', 'MiniTabassum', '']"
tt0363915,Pyar Ke Naam Qurbaan,1990,"['Action', 'Drama', 'Romance']",6.0,29.0,A motor mechanic  Billu Chaudhary  creates waves in the local community when he dares to play Holi with the arrogant and wealthy Rajkumari Devika Singh. When she has him beaten and imprisoned by the police  he decides to avenge this humiliation by abducting her and inviting the wrath of her brother  Yeshwant - who sexually molests local women with impunity  who wants him dead at any and all costs.,"['MithunChakraborty', 'DimpleKapadia', 'Mandakini', 'DannyDenzongpa', 'YunusParvez', 'RazaMurad', 'Paintal', 'GulshanGrover', '']"
tt0155073,Pyar Ka Karz,1990,['Drama'],6.6,21.0,Bombay-based Dr. Naina meets with musician and singer  Ravi Shankar  and both fall in love with each other. When Ravi returns from a concert in Delhi  he finds Naina getting married to Shekhar alias Shaka  an ex-convict. Heartbroken  he stops singing  meets with distraught Seema Sanyal  both fall in love with each other  get married  and become parents of a baby girl  who they name Naina. Then Seema is killed  Ravi finds out that the killer is Lalji  who was responsible for tormenting her with phone calls 'Hello Hello Jee'  confronts and kills him. When Underworld don  Rajpal  finds out he befriends Ravi and makes him his partner-in-crime. Bombay's Police Commissioner  Arun Kumar  decides to undertake to arrest Ravi by his own hands and is determined to put an end to Ravi and Rajpal's respective criminal careers. Looks like Ravi's career and life are soon come to an end - when he will either be killed by a bullet or face the gallows.,"['Dharmendra', 'MeenakshiSheshadri', 'MithunChakraborty', 'NeelamKothari', 'VikramGokhale', 'VinodMehra', 'Sonam', 'Asrani', 'ArunaIrani', 'KaderKhan', 'ShaktiKapoor', 'RazaMurad', '']"
tt0359971,Sheshnaag,1990,"['Fantasy', 'Thriller']",4.6,59.0,Pritam and Bano  two wish-fulfilling snakes in human form  are pursued by a demon  Aghori  who wants to capture them and make himself immortal. Bhola  a snake worshiper  helps them escape so they protect him and his sister.,"['Jeetendra', 'Rekha', 'RishiKapoor', 'Mandakini', 'Madhavi', 'AnupamKher', 'DannyDenzongpa', '']"
tt0173188,Shandaar,1990,['Drama'],5.4,34.0,Shanker comes from a poor family. He falls in love with a woman from a middle-class background named Rani. Shanker has another admirer in Anita Chaurasia  daughter of a multi-millionaire industrialist and politician  Rai Bahadur Arjun Chaurasia. Shanker comes to know the details of the wrong-doings of Arjun  and sets out to expose him. Arjun comes to know about Shanker's plans  and hires a notorious gangster named Dhaga  to dispose off Shanker. And Dhaga has never failed in any job.,"['MithunChakraborty', 'MeenakshiSheshadri', 'JuhiChawla', 'Mandakini', 'SumeetSaigal', 'DannyDenzongpa', 'KaderKhan', '']"
tt0359967,Sher Dil,1990,"['Action', 'Drama']",5.0,21.0,Separated from his family  consisting of his dad  Ramkumar; mom  Mayadevi  and brother  Sanjay  Allahabad-based Prakash Saxena takes to a life of crime  calls himself Shera  but continues to search for them. He subsequently finds out that the person who knows their whereabouts is a Bombay-based male by the name of Shobhraj. He re-locates to Bombay  and this is where circumstances may force him to abandon his quest  for he will not only be arrested and held in prison  but also inadvertently jeopardize the lives of his family.,"['Dharmendra', 'AnitaRaj', 'RishiKapoor', 'KimiKatkar', '']"
tt0362223,Tejaa,1990,"['Action', 'Drama']",4.8,36.0,Tejaa watch helplessly as his parents gets assassinated by 3 absconding outlaws  Lal Singh  Heeralal and Zoravar  he then swears to avenge this carnage and this become the motive of his life. 20 years later he does manage to locate them and thus this begins his vendetta by mercilessly killing them separately.,"['SanjayDutt', 'KimiKatkar', 'SonuWalia', 'Ranjeet', 'PuneetIssar', 'AmrishPuri', 'MahendraVerma', 'SurendraPal', 'BeenaBanerjee', 'MasterManoj', 'RajTilak', 'Shyam', 'Girja', 'PrakashAgarwal', '']"
tt0173283,Swarg,1990,['Drama'],6.6,962.0,Living in a posh mansion named Swarg  this is the story of Sahabji  his wife sister Jyoti  two brothers  and a sister-in-law. Sahabji has a clash of wits with Dhanraj  who successfully schemes with Sahabji's two brothers  and takes over the prestigious mansion and vaste business empire  leaving Sahabji virtually penniless  and devastated with the passing away of his wife. His brothers have now taken over the money  and his business. It is now up to a servant of the mansion  Krishna to set things right for Sahabji's household. How can a poor servant succeed against rich and powerful individuals?,"['RajeshKhanna', 'Govinda', 'Madhavi', 'JuhiChawla', 'DilipDhawan', 'RajaBundela', 'NeenaGupta', 'MaheshAnand', 'VikasAnand', 'MasterBhagwan', 'ArunBakshi', 'JaspalSandhu', 'YunusParvez', 'ShehnazKudia', '']"
tt0360145,Veeru Dada,1990,"['Action', 'Adventure', 'Drama']",4.5,21.0,Widower Chandrakant lives poor lifestyle in India along with his daughter  Rekha  who runs a Yoga Class while he works as a Watchman with Jaidev and his family  which consists of his wife  son  and two brothers  Mahadev and Shahdev. One night Mahadev returns home to find Jaidev and his entire family killed  he informs the Police  who arrest Chandrakant  try him in Court where he is found guilty and sentenced to life in prison. Rekha then meets with wealthy Amit Anand and both fall in love. Amit's dad wants a dowry of 50 Lakhs Rupees  and Rekha is unable to come up with this sum. She comes to the aid of Veeru who is on the run from the Police  and a grateful Veeru makes her his sister  and agrees to arrange for the dowry. Shortly thereafter Rekha finds out that her dad has escaped from prison and is in the clutches of Mahadev and Shahdev  who plan to feed him to a man-eating Cheetah. Watch what happens when Rekha finds out that Veeru was the one who handed over her dad to the two ...,"['Dharmendra', 'AmritaSingh', 'AdityaPancholi', 'FarhaNaaz', 'SadashivAmrapurkar', 'KulbhushanKharbanda', 'AmritPal', 'PradeepChaudhry', 'GurbachanSingh', 'TejSapru', 'AnnuKapoor', 'Tyagaraaju', 'SuhasJoshi', 'Chandni', '']"
tt0172622,Zahreelay,1990,['Action'],5.1,82.0,After being critically wounded and losing his left arm  Captain Jaswant Kumar is discharged from the Indian army and goes to live with Journalist A.V. Razdan in Shanti Nagar  Bombay. Ironically  Shanti Nagar is far from peaceful as it is ruled by extortionists like Peter Gonsalves and Jaichand Khurana who work for underworld don  Taneja. Jaswant and a local taxi-driver  Raju Varma  decide to put up a fight and attempt to drive the goons away - with considerable success much to the chagrin of Taneja  who hires a killer named Raaka to do away with them. Instead they end up befriending Raaka and join forces against Taneja himself. But Jaswant and Raju will soon find out that Raaka never befriends anyone and always disposes off his enemies when they end up getting arrested for smuggling and are sentenced to two years in prison - leaving Taneja and his men to carry on with their nefarious activities.,"['Jeetendra', 'SanjayDutt', 'ChunkyPandey', 'JuhiChawla', 'Bhanupriya', 'Vineeta', 'ShafiInamdar', 'KiranKumar', 'Sudhir', 'SharatSaxena', '']"
tt0978726,Taqdeer Ka Tamasha,1990,"['Action', 'Crime', 'Drama']",4.9,22.0,A single mother  Geeta  must deal with her two sons  the elder a Police Inspector Suryapratap; while the younger  Satya  a hoodlum  when both get into conflicts. Things only get worse after Satya gets arrested  arguments ensue and he leaves. He gets hired by Sheshnaag for the sole purpose of exacting vengeance against his rival  Deva. Both brothers are fated to meet again when Suryapratap decides to accumulate evidence to arrest Deva. Neither of the brothers know that Deva has an alias  and is determined to thwart any attempt for revenge nor face any charges under the Indian Penal Code.,"['SadashivAmrapurkar', 'MoushumiChatterjee', 'SureshChatwal', 'JackGaud', 'Govinda', 'GulshanGrover', 'ManikIrani', 'Jeetendra', 'KimiKatkar', 'SatishKaushik', 'Mandakini', 'AdityaPancholi', '']"
tt0250043,Thodasa Roomani Ho Jaayen,1990,"['Comedy', 'Drama', 'Musical']",7.0,170.0,The film is a comment on a society that brands people into images they should be  and talks of individual dreams and aspirations. Set in the background of a small town in India  against the harsh weather conditions and lack of rain  the story revolves around a girl who is unconventional in her ways and appearance  in-feminine in the conventional sense of the word  and therefore subjugated to much negative public opinions and advices on what she should be. She is supported by a supportive just father  a younger brother who is about to turn 18 and a realistic  discouraging but loving older brother. And in their lives then enters a man who believes in magic and tells them that he can bring rain! The story unfolds with much poetry and a dreamlike quality that is magical.,"['AnitaKanwar', 'NanaPatekar', '']"
tt0098461,Thanedaar,1990,"['Action', 'Crime', 'Drama']",5.6,337.0,Thakur Azghar Singh lord over a small Indian village named Jalcott killing anyone standing in his way. When an honest police inspector Jagdish Chandar attempts to bring him to justice he is killed by a stalker hired through Lawrence and Peter by Azghar Singh. The inspector leaves to mourn two young boys  one of them Brijesh who killed the stalker and is inducted into Lawrence and Peter gang and the other Avinash who grows up with the police commissioner and becomes a police officer like his dad. Meanwhile Brijesh has just been released from jail; rob a jewelery store  escapes with the stolen loot  board a train entering to a fist-cuff with his brother Avinash throws him off the running train and making good his escape to Jalcott with his girlfriend Chanda. Once there he impersonates Avinash  started to rally the villagers and accepts bribe from Azghar Singh. But he is forced to take a stand when Azghar Singh attempts to molest Chanda and to complicate matters more Avinash's wife ...,"['Jeetendra', 'SanjayDutt', 'JayaPrada', 'MadhuriDixit', 'KiranKumar', 'GogaKapoor', 'TejSapru', 'MaheshAnand', 'SatishShah', 'Paintal', 'SharatSaxena', 'HarishPatel', 'VijuKhote', 'MahavirShah', '']"
tt0098168,Ram Lakhan,1989,"['Action', 'Drama', 'Musical']",6.8,1993.0,Sharda (Raakhee) vows vengeance when her husband is murdered by his two evil cousins  Bhishamber (Amrish Puri) and Bhanu (Paresh Rawal)  and she and her two young sons are thrown out on the street. Those sons grow into the upstanding police officer Ram (Jackie Schroff) and the easily tempted dreamer Lakhan (Anil Kapoor). If the family is to be avenged  Ram will have to lead his brother away from the path of corruption he's strayed onto  and protect him from the influence of Bhanu and Bhishamber.,"['RakheeGulzar', 'JackieShroff', 'AnilKapoor', 'DimpleKapadia', 'MadhuriDixit', 'GulshanGrover', 'AmrishPuri', 'PareshRawal', 'AnupamKher', 'SaeedJaffrey', 'RazaMurad', 'DalipTahil', 'AnnuKapoor', 'SatishKaushik', '']"
tt0233146,Asmaan Se Ooncha,1989,"['Action', 'Drama', 'Family']",5.0,44.0,Anita lives an abusive life-style with her alcoholic uncle in Kashmir  India who in lieu of money and alcohol attempts to sell her. Fortunately she manages to escape in time only to board a jeep with Nagraj and three of his colleagues who attempt to sexually molest her; when the jeep reaches Srinagar  her call for help gets notice by an employee who works at a near-by gas station  Kishen who manages to rescue her by overpowering Nagraj and his men. Kishen then takes Anita to his house where both fall in love with each other and they get intimate which results in Anita getting pregnant. Before she can give birth; Nagraj closes in on Kishen by raping his sister  Reshmi and in retaliation Kishen attacks but Nagraj manages to abscond not before setting fire to the gas station where Kishen is employed. Bearing witness to this Anita attempts suicide only to be rescued by a police officer  Ranjit Malik - who she marry and who gives her the privilege to give birth to Kishen's child whose name...,"['Jeetendra', 'RajBabbar', 'AnitaRaj', 'Govinda', 'Sonam', 'SujitKumar', 'SadashivAmrapurkar', 'Ajitesh', 'DevKumar', 'MacMohan', 'JagdishRaj', 'JayaMathur', 'CocaCola', 'K.K.Raj', '']"
tt0100816,Tridev,1989,"['Action', 'Crime', 'Drama']",6.3,1602.0,Honest  diligent and brave Police Inspector Karan Saxena while carrying out his investigations against gangster and smuggler Bhujang is mysteriously framed and transfer to a remote area called Madhavpur. While residing there Karan sets to put things right and gets into confrontations with a bandit  Jai Singh who is good at heart and always ready to fight for the oppressed because his own dad  a brave Martyr has been killed by Bhujang  he too join with Karan to wreak vengeance against Bhujang. Ravi the son of the Mumbai Police Commissioner  Mathur joins Bhujang gang secretly wanting to get his own revenge from Bhujang. These three men Ravi  Karan and Jai manage to gather evidence against Bhujang and his gang and sets out on a dangerous road of crime  without the laws help in order to liberate the country from Bhujang / Bhairav Singh and his gang.,"['NaseeruddinShah', 'SunnyDeol', 'JackieShroff', 'MadhuriDixit', 'Sonam', 'SangeetaBijlani', 'AnupamKher', 'AmrishPuri', 'RazaMurad', 'DalipTahil', 'SharatSaxena', 'TejSapru', 'DanDhanoa', 'RajeshVivek', '']"
tt0122427,Chaalbaaz,1989,"['Action', 'Comedy', 'Drama']",6.7,1298.0,Anju and Manju  identical twins separated at birth. Born to a rich father who is paralyzed  they are brought up in totally contrasting environments. Anju is brought up in her father's house  bullied by her stepmother and her brother. She is constantly terrorized by them and often ends up in tears. Manju is a street smart girl  dancing in a hotel and ready to take on the world. They accidentally exchange places; Anju lands up in Manju's house and Manju in her father's palatial house. She takes up cudgels on behalf of the down trodden and soon discovers that she has a twin. She soon turns tables on Hattangadi and Kher.,"['Sridevi', 'SunnyDeol', 'Rajinikanth', 'AnupamKher', 'ShaktiKapoor', 'AnnuKapoor', 'SaeedJaffrey', 'ArunaIrani', 'RohiniHattangadi', 'AftabShivdasani', '']"
tt0096896,Batwara,1989,"['Action', 'Drama']",6.5,165.0,In India circa after the British Rule  there is a princely family consisting of Bade Thakur (Shammi Kapoor)  his sons Devan (Vijayendra Ghatge)  Vikram Singh (Vinod Khanna)  and a third son who is a Police Officer (Mohsin Khan). Devan is threatened by the changes taking place in India  and the gradual erosion of power by princely families and zamindars. His brothers  on the contrary  accept the change. Vikram even has a lowly peasant  Sumer Singh (Dharmendra) for a friend. But fate has something else in store for these two friends. Things come to such a boil that eventually Bade Thakur may have to decide to split the estate. How will this effect the relationships of the father and the sons? Will this impact on the friendship of Sumer and Vikram?,"['Dharmendra', 'VinodKhanna', 'DimpleKapadia', 'PoonamDhillon', 'AmritaSingh', 'AmrishPuri', 'ShammiKapoor', 'VijayendraGhatge', 'NeenaGupta', 'AshaParekh', 'KulbhushanKharbanda', '']"
tt0231214,Bade Ghar Ki Beti,1989,['Drama'],5.8,41.0,Mala is the daughter of Kishanlal who works as a servant with a wealthy family. One day Mala meets with the owner of this family  who is so impressed with Mala that he asks for her hand in marriage for his fourth son  Gopal  which Kishanlal humbly accepts. As a result Mala gets married to Gopal  and moves in to their palatial home. While Mala is extremely helpful and sweet-natured  the rest of the daughter-in-laws  three of them  are quite the opposite. When bad times befall this family  the owner passes away; Gopal and Mala move out  leaving Gopal's mother at the mercy of her indifferent sons  Girdhar  Murli  Manohar  and their abusive wives who refuse to assist in any household work  virtually forcing their aged mother-in-law to all menial work  not looking after her needs  even when she becomes ill  and ultimately throwing her out of the house. Gopal gains popularity as a musician  while his brothers mortgage their family home with a moneylender. They decide to live off Gopal  and ...,"['ShammiKapoor', 'RishiKapoor', 'MeenakshiSheshadri', 'RajKiran', 'SatishShah', 'GulshanGrover', 'ArunaIrani', 'ShomaAnand', 'JayshreeT.', 'AshokSaraf', 'SushmaSeth', 'C.S.Dubey', 'PinchooKapoor', 'Shivraj', '']"
tt0096922,Bhrashtachar,1989,"['Action', 'Crime', 'Drama']",4.7,102.0,Bhrastachar tells the story of a disparate group of characters whose lives overlap- Bhavani  a journalist fighting injustice and corruption; Janki a widow who becomes the mistress of local hoodlum Fatte to save her blind daughter; Inspector Ashutosh  to whom Bhavani entrusts Janki's safety and who maintains that even the police can take no action against Fatte  because politicians need hoodlums to remain in power; Purushottam  Fatte's political godfather who tries to win votes by promising the people a fair and an ideal government and Sattar  who  although himself a Don of the underworld  is not a vicious and depraved person like Purushottam and tries to help Bhavani.,"['Rekha', 'MithunChakraborty', 'AnupamKher', 'RazaMurad', 'AnjanaMumtaz', 'AbhinavChaturvedi', 'ShilpaShirodkar', 'Rajinikanth', 'PadmaKhanna', 'SudhirPandey', 'VinodNagpal', 'GirjaShankar', 'VikasAnand', 'BhartiAchrekar', '']"
tt0100095,Maine Pyar Kiya,1989,"['Drama', 'Family', 'Musical']",7.3,10089.0,Kishen Kumar Chaudhary and Karan are family like friends  when Kishen's wife Mrs. Kaushalya gives birth to a baby boy Prem  Karan helps the couple bring up their child with out- most care. Years later the two friends have parted ways  Karan likes in a shanty house  works as a mechanic and is the father to a young girl Suman while Kishen is a wealthy industrialist and lives in a spacious bungalow. In order to accumulate huge sums of fund abroad for good living Karan decides to leave Suman in the care of the Chaudhary's family. All is well there for Suman as she is befriend by Prem which eventually blossom to love  Kaushalya finds out about Prem and Suman's relationship and approve of Suman as her daughter-in-law but Kishen is quite unhappy with the relationship as he have plans to get Prem marry to his business partner's daughter Seema thus he insults Suman and throw her out of his house. Karan returns and is enraged at the treatment his daughter receive and leaves the house ...,"['SalmanKhan', 'Bhagyashree', 'AlokNath', 'RajeevVerma', 'ReemaLagoo', 'AjitVachani', 'HarishPatel', 'DeepDhillon', 'HumaKhan', 'Handsome', 'PervinDastur', 'ShreechandMakhija', 'RakeshShrivastav', 'DilipJoshi', '']"
tt0405852,Daata,1989,"['Action', 'Drama']",5.6,56.0,"Dinanath is a school-teacher in a small town in India  and lives with his wife  Kamla; daughter  Shanti; and son Kundan. He has published a book called ""Daata"" in which he has made reference to all major religions of the world  and is honored for this contribution by none other than the President of India through Education Minister  Raja Suraj Singh. He arranges the marriage of Shanti to the son of Gopaldas  when Gopaldas demands dowry he is unable to afford this  and states that he has given sufficient gold and jewelery to Shanti. The gold turns out to be fake  as a result the marriage is canceled  Shanti kills herself  Dinanath dies of a heart attack. His name tarnished  no one comes forward to help Kundan or his mother. Kundan decides to avenge his father's death by killing Gopaldas' son  as a result he becomes a bandit  joins a band of other bandits and is on the look-out to kill Gopaldas. The question remains is this what Dinanath had foreseen for his son - a life of a bandit  ...","['TomAlter', 'ShomaAnand', 'ArunBakshi', 'BrahmBhardwaj', 'BharatBhushan', 'Birbal', 'MithunChakraborty', 'PremChopra', 'AnilDhawan', 'SaeedJaffrey', 'Jamuna', 'PallaviJoshi', 'KamalKapoor', 'SatyendraKapoor', '']"
tt0926191,Dav Pech,1989,['Action'],4.1,13.0,"Bajrangi and his sister  Sharda  lives in a small village in Central India  and have been orphaned at a very young age. Since Sharda is of marriageable age  Bajrangi arranges for a suitable groom whose dad will approve of this marriage provided he gets a dowry of ten thousand Rupees. Bajrangi does come up with the money and the wedding date is set. While getting some milk for her brother  Sharda gets molested by the dairy farm Manager and his employees  but Bajrangi comes to her rescue. This incident castes aspirations against Sharda  and the price of the dowry is doubled. Unable to pay this amount  and stand the taunts of villagers  the siblings  accompanied by their Kaki  re-locate to Bombay. Upon arrival  they find a small apartment and Bajrangi goes looking for employment. While walking  he is recognized by several people  who call him ""Sikander"". No one believes him when he refutes this  instead he is abducted by an underworld Don  K.K.  and subjected to shock treatment. ...","['Jeetendra', 'Bhanupriya', 'PremChopra', 'ShaktiKapoor', '']"
tt0097143,Daddy,1989,['Drama'],7.4,172.0,"Pooja has been brought up by her grandparents  and has no recollection of her mom and dad. She is told by her grandpa  Kantaprasad  that her dad had passed away. Years later  Pooja has now grown up. She starts getting mysterious phone calls from a male who merely says ""I love you""  and hangs-up. When her grandpa has these phone calls traced  the caller is Anand  Pooja's dad. Kantaprasad has him beaten up  and warns him against contacting Pooja again. When Pooja is being molested by a male in her apartment building  Anand comes to her rescue  and it is then Pooja comes to know that this shabby  alcoholic man is her dad. Will Pooja accept him  or will she follow her grandpa's advise and continue on with her life.","['SulabhaArya', 'PoojaBhatt', 'SakshiBhatt', 'ShaheenBhatt', 'AvtarGill', 'NeenaGupta', 'SuhasJoshi', 'SatishKaushik', 'AnupamKher', 'AkashKhurana', 'PramodMoutho', 'SoniRazdan', 'ManoharSingh', '']"
tt0373778,Dana Paani,1989,"['Action', 'Crime', 'Drama']",5.4,16.0,Charged with the brutal killing of Savitri and Kutti  facing a death-sentence  or life in prison  accused Bombay taxi-driver  Satyaprakash Tripathi  prosecuted by his very own brother  Gautam  tells his story of how he arrives in the city along with his mother  Shanti  and sister  Gauri; how they get estranged from Gautam; how Gauri becomes a prostitute; and how he ended up being arrested by the Police.,"['MithunChakraborty', 'PadminiKolhapure', 'NirupaRoy', 'ShafiInamdar', 'SadashivAmrapurkar', 'ArunaIrani', 'MadhuMalhotra', 'ManikIrani', 'RajTilak', 'SharatSaxena', 'SudhirDalvi', 'RajeshPuri', 'ShreeramLagoo', 'MohanChoti', '']"
tt0097045,Chandni,1989,"['Drama', 'Musical', 'Romance']",6.8,1425.0,In one cruel stroke of fate  Chandni (Sridevi) faces life alone  her heart and her dreams shattered as Rohit (Rishi Kapoor) disappears from her life. When she meets Lalit (Vinod Khanna) who is fighting the demons of tragic memories  they both find solace in this new friendship. Lalit's affection gives a new direction to Chandni's life  but Lalit is falling for her and Chandni resigns to destiny  till one day  Rohit knocks on her door. CHANDNI is a classic Yash Chopra love story  softly lyrical  throbbingly beautiful and filled with exquisite locales  lilting melodies and the sound of three hearts hopelessly in love.,"['Sridevi', 'RishiKapoor', 'VinodKhanna', 'WaheedaRehman', 'AnupamKher', 'SushmaSeth', 'AchalaSachdev', 'BeenaBanerjee', 'ManoharSingh', 'RenuArya', 'MitaVasisht', 'AshaSharma', 'AnanthNarayanMahadevan', 'ManjuMaini', '']"
tt0097264,Eeshwar,1989,"['Drama', 'Family', 'Musical']",7.3,418.0,Ishwar is a simple-minded and honest young man  devout and religious  he cares for everybody he comes in contact with. But alas nobody really likes him and think him as intellectually disabled. Living an unconventional life  he takes pity on a widow named Lalita  with a young son  and marries her  much to the shock of the community. Ishwar now has a monumental task  to look after his new bride  and ensure his step-son gets the required education and skills to fend for himself. Will the community let Ishwar succeed?,"['AnilKapoor', 'Vijayshanti', 'VinodMehra', 'AshaSachdev', 'Shammi', 'BhartiAchrekar', 'SadashivAmrapurkar', 'SaeedJaffrey', 'GulshanGrover', 'Agha', 'JayshreeGadkar', 'VikramGokhale', 'RakeshPandey', 'KamalJoshi', '']"
tt0359169,Do Qaidi,1989,"['Action', 'Adventure']",5.3,91.0,"Manu and Kanu are two con-men and petty thieves who work alone and are not known to one another. They individually decide to work for underground criminal Don ""K.K.""  and K.K. accepts them. This does not auger well with Bichoo  K.K.'s son  who dislikes them as he had physical disputes with them in the past. When both are assigned work  Bichoo makes an anonymous call to the police  and both are arrested  held in a cell  chained to each other. They are then transported to the Court  they escape  still chained to each other. It is then the underworld and the general community in India is shocked when photographs of both the escapees are flashed across television sets that they are responsible for killing a Police Inspector named Amar Sinha  and that the police have issued shoot-at-sight orders for both of them. The question remains  why would two small-time crooks take it upon themselves to kill a Police Officer?","['SanjayDutt', 'Govinda', 'FarhaNaaz', 'NeelamKothari', 'AmrishPuri', 'GulshanGrover', 'SureshOberoi', 'RanjeetaKaur', 'VikasAnand', 'ShubhaKhote', 'GitaSiddharth', 'BabyGuddu', 'MasterSudhanshu', 'KamalKapoor', '']"
tt0187043,Gair Kaanooni,1989,"['Action', 'Comedy', 'Drama']",5.5,68.0,Officer Kapil Khanna was a strict enforcer of the law. In order to gain evidence against the local mafia Don D'Costa he seek ed favour from his underworld friend Aazam Khan a man with a golden heart. Aazam Khan was successful in securing evidence against D'Costa but the mafia got wise to it and before Aazam Khan could reach the law  D'Costa with the help of his friend Dalpat Dalal liquidated him. The blame of Aazam Khan's death was owned by a petty driver Nathulal for a price paid by Dalpat Dala. Aazam Khan's little son Akbar swore vengeance against Police Officer Kapil Khanna as he felt him responsible. Kapil Khanna's wife delivered a baby boy in the hospital of D'Costa  so did Dalpat Dalal's wife to a baby girl. D'Costa returned Dalpat's favour by interchanging the two on Dalpat's insistence. Kapil Khanna was enraged at this and he took to a legal battle against the hospital authorities. The court gave the custody of the little girl to Nathulal's wife Banto who worked as a casual ...,"['Sridevi', 'Govinda', 'KimiKatkar', 'Rajinikanth', 'SatyendraKapoor', 'TejSapru', 'Mukri', 'PinchooKapoor', 'ArunaIrani', 'RohiniHattangadi', 'AshalataWabgaonkar', 'SagarSolanki', 'VijuKhote', 'Moolchand', '']"
tt0215789,Gawaahi,1989,['Mystery'],5.2,31.0,Jhanvi Kaul is on trial for the murder of her lover and employer  Ranjeet Choudhary. A series of prosecution witnesses build a damning case against her - that the two of them had embezzled large sums of money  that she had another lover who is also a local goon and that a witness even saw her throwing the body of Ranjeet over her apartment balcony.,"['ZeenatAman', 'VikramGokhale', 'AshutoshGowariker', 'ShekharKapur', 'RanjeetaKaur', 'AvinashKharshikar', 'RakeshPathwardhan', 'Shammi', 'Tanuja', 'HosiVasunia', '']"
tt0172509,Goonj,1989,"['Action', 'Crime', 'Drama']",6.0,37.0,Political activity heats up in the coastal city of Goa  India  when it gets near election time. Two candidates  one  MLA Kalekar  representing the majority of the local-speaking population  and the other  Dennis Pereira  for the local minority-speaking population  are out to prove under who the city will be best represented. And they will not leave any stone unturned to succeed. Some local college students  including Peter  who loves his class-mate Sangeeta Kalekar; their friend  Sanjeev Kamat  who secretly loves Sangeeta. Sangeeta is the daughter of local MLA Kalekar. Sanjeev comes to know that Kalekar is behind local killings  rioting  and drug supplies  and threatens to expose him  but he must himself clear himself for the murder of Peter  the man his sweetheart intends to marry.,"['KumarGaurav', 'JuhiChawla', 'TinnuAnand', 'BennyJacob', 'BinjuAli', 'Agha', 'SulabhaArya', 'PrajaktaRana', 'CarltonStarr', 'VictoriaFernandez', 'AnilKudchadkar', 'Rajan', 'BhagwantDeshpande', 'JoyAugustine', '']"
tt0172509,Goonj,1989,"['Action', 'Crime', 'Drama']",6.0,37.0,Political activity heats up in the coastal city of Goa  India  when it gets near election time. Two candidates  one  MLA Kalekar  representing the majority of the local-speaking population  and the other  Dennis Pereira  for the local minority-speaking population  are out to prove under who the city will be best represented. And they will not leave any stone unturned to succeed. Some local college students  including Peter  who loves his class-mate Sangeeta Kalekar; their friend  Sanjeev Kamat  who secretly loves Sangeeta. Sangeeta is the daughter of local MLA Kalekar. Sanjeev comes to know that Kalekar is behind local killings  rioting  and drug supplies  and threatens to expose him  but he must himself clear himself for the murder of Peter  the man his sweetheart intends to marry.,"['KumarGaurav', 'JuhiChawla', 'TinnuAnand', 'BennyJacob', 'BinjuAli', 'Agha', 'SulabhaArya', 'PrajaktaRana', 'CarltonStarr', 'VictoriaFernandez', 'AnilKudchadkar', 'Rajan', 'BhagwantDeshpande', 'JoyAugustine', '']"
