imdb_id,original_title,tags
tt0346457,Mangal Pandey: The Rising,biography drama history mangal pandey - the rising is an epic tale of friendship betrayal love and sacrifice set against the backdrop of what the british called the sepoy mutiny but which for the indians was the first war of independence. 'company raj' as it was known had been plundering the country treating the locals unjustly and causing widespread resentment. during a fierce battle in one of the afgan wars that the company fought in the mid-century mangal pandey the heroic sepoy saves the life of his british commanding officer william gordon. gordon is indebted to mangal and a strong friendship develops between them transcending consideration of rank and race. the friendship is soon challenged by the introduction of a new rifle called the enfield . the new rifle has come with a new cartridge which is rumored to be coated with the grease of cow and pig fat. the new cartridge has to be bitten before it is loaded which ignites anger and resentment among the indian sepoys. the cow is sacred to the ... aamirkhan ranimukerji tobystephens coralbeed ameeshapatel kironkher ompuri bennealon habibtanvir varshausgaonkar kennethcranham tomalter mukeshtiwari shahbaazkhan 
tt0478868,Koi Mere Dil Mein Hai,drama romance the wealthy malhotra family consists of dad vikram his wife and son raj. they would like raj to get married to their friend ishwarchand mangatram gore's only u.s. based daughter simran. but raj is intent on finding his very own soul-mate - which he does in his sister's tutor asha who comes from a poor family and is refusing to accept any advances from him. on the other hand simran too refuses to marry raj as she is in love with sameer an up-coming singer. when simran is summoned to india and introduced to raj both plan to get their marriage canceled and succeed. while both attempt to woo their sweethearts they find that sameer is asha's betrothed. both simran and raj must now come up with a plan so separate the two - and thus marry the partners of their choice. diamirza 
tt0813539,Mr Prime Minister,comedy johnny master a survivor of earthquake-ravaged kutch is a happy-go-lucky elderly man who sells newspapers for a living in a small village in gujarat. his life takes a new turn when the government declares post-earthquake parliamentary elections. residents of the village decide to form a new political party and make johnny their candidate. devanand premchopra milindgunaji a.k.hangal bomanirani anantjog mohanjoshi kalpanakartik razakkhan shahbaazkhan tarasharma sofia 
tt0419992,My Brother... Nikhil,drama sport the kapoors have been living in goa for several years and are a well-known and respected family. navin kapoor is now retired and lives with his wife anita who has some portugese blood a sportsman son nikhil and daughter anamika (anu). navin is thrilled to know that nikhil has been selected for a sports scholarship and will be representing goa in a national swimming championship. before that could happen nikhil is asked by his coach to take a break and let some fresh youngsters take over; he is eventually dismissed from the team; navin and leena encounter hostile stares whenever they go out together; and leena is shunned by her friends. watch the climax as the kapoors find out why the ground has been removed from under their feet and if at all they are ready to accept the challenge together as a family or as embittered individuals who end up blaming each other. sanjaysuri juhichawla purabkohli victorbanerjee lilletedubey dipannitasharma gautamkapoor shayanmunshi peeyaraichowdhary 
tt0451824,My Wife's Murder,drama mystery thriller ravi pathwardhan and editor lives middle class life with his wife sheela and two kids.sheela suspects him of having an affair with his assistant reena.sheela's continuous nagging frustrates ravi in a fit of anger he hits her in following which sheela dies after hitting self on the head.ravi dispose her body in the pond and lodges her missing complaint along with her father.inspector tejpal whose investigating the case finds many loopholes in it and suspicion leading directly to ravi. anilkapoor suchitrakrishnamoorthi nandanasen rajeshtandon 
tt0443594,Naina,"drama horror mystery on a day of solar eclipse five year old naina loses her eyesight and her parents in a road accident in london. twenty years later she is bestowed with the gift of sight thanks to the marvels of modern science. her period of darkness is over; or is it? a horrifying period of darkness begins. what is this curse that has been upon her? will she ever be able to escape it? will this extraordinary sense she is now bestowed with destroy her life? will she ever be able to resume her regular life again? ""naina"" is the quest of a young woman trying to find answers to these supernatural mysteries. will she succeed? urmilamatondkar anujsawhney malavikka amardeepjha kaminikhanna "
tt0470869,Neal 'N' Nikki,"comedy musical romance take a joyride with neal (uday chopra) and nikki (tanisha) as they travel all across canada to find what they want most. neal just wants what all guys want - to have a deep meaningful relationship full of conversation and shopping - not. for him it is pretty simple - canada is full of hot women and he has that little ""lost boy"" charm that they love so much. so if they want to take him home and cuddle him - well why should he complain? after all he has just 21 days before he has to waves farewell to his bachelor life. live it up. it's a little more complex with nikki - first there is trish then there are all these jobs she keeps quitting and then there's the fact that - well she's hot she is sexy so why not have some fun? she's going to do whatever she wants to do - so everyone out of her way. in a journey that takes them all over british columbia in canada they both begin to realize that maybe what they were looking for was sitting right next to them all this time. but hey -... udaychopra tanishaamukerji abhishekbachchan richapallod gauravgera kaminikhanna susheelparashara sanaaabdukhazal zainmeghji garrysaran kristymcquade samanthamcleod priyasachdev alexandremontez "
tt0451833,No Entry,comedy drama musical kishen is a newspaper baron married to kaajal a housewife who suspects her husband of having numerous non-existent affairs. pooja is the believing wife of ever-philandering globe-trotting businessman prem. kishen and prem are thick pals. sanjana falls in love with prem's loyal photographer sunny and they get engaged. kishen gets tired of his jealous wife and tries to have an affair with bobby a call girl. due to circumstances bobby is introduced as the wife of kishen during sanjana's wedding and as sunny's wife to kaajal. it becomes a bundle of confusions when all three couples meet. anilkapoor fardeenkhan salmankhan bipashabasu laradutta celinajaitly eshadeol bomanirani pareshganatra 
tt0435259,Padmashree Laloo Prasad Yadav,comedy first of all let us all be clear that this movie has nothing to do with the personal life of bihar's controversial politician lalit prasad yadav though he does appear in the beginning and the end of this story. this story centers around a woman named padmashree divakar kashyap who along with her boyfriend lalchand dilachand alias laloo is in search for some family diamonds that were reportedly stolen by a mr. saxena. while laloo haphazardly questions a terrified saxena with his cigarette-lighter pistol saxena dies of fright. this leaves the duo no choice save to find out where the diamonds are on their very own and this takes them to south africa where they meet the third person of this title namely advocate prasad pritam pradyuma who is the legal counsel for gangster johny who is being held by the police as a suspect in a bank robbery. then we get to meet the fourth person named yadav who is johny's assistant and when we put all four together we get the full title. watch ... sunilshetty masumehmakhija maheshmanjrekar johnnylever gulshangrover sharatsaxena kimsharma anupamaverma 
tt0443708,Page 3,drama madhavi is a newspaper journalist in mumbai whose task is to fill the page 3 column. her job consists of attending parties among the socialite and small-time celebrity circle and reporting on it. her roommates are pearl an air-hostess who wants to marry a rich man and settle down to a life of comfort; and gayatri a struggling actress. gayatri is seduced by a leading married actor rohit kumar. when she finds out that she is pregnant he advises her to abort the baby. dejected gayatri tries to commit suicide but madhavi and pearl save her. she loses the baby and leaves mumbai. madhavi's job of interacting with shallow high-society people is depressing her. she wants to do some substantial reporting for a change so she is assigned to the crime beat alongwith veteran reporter vinayak mane. konkonasensharma atulkulkarni sandhyamridul tarasharma bomanirani bikramsaluja upendralimaye jaikalra sonirazdan anjumahendru suchitrapillai kunickaasadanand navniparihar madanjain 
tt0419974,Morning Raga,drama music morning raga is about the meeting of worlds. it is a story that brings the modern and traditional together unites the past with present carnatic music with western music as never before in the history of humanity fate and coincidence with individual choices. it is a story of our times where our worlds are interacting with each other. shabanaazmi prakashkovelamudi lilletedubey perizaadzorabian shaleensharma vivekmashru nassar t.vijay dharmavarapusubramanyam ranjaniramakrishnan sanjayswaroop 
tt0437407,Parineeta,drama musical romance circa 1962 in calcutta india live three neighboring families in a upper middle-class area. gurcharan lives in a palatial home (haveli) with his wife and two beautiful daughters lolita and koyal. he is retired unable to find suitable work and must live off of his savings ends up mortgaging his house with his neighbor navinchandra roy and hopes to get his daughters married within his means; there is charu sharma who lives with her brother and sister-in-law who has a wealthy brother girish who lives in britain. and finally there are the roys - navinchandra a hard-nosed businessman who will never undertake anything unless there is a high level of profit for him his son shekhar who he hopes to groom after himself and his quiet devout wife. navin realizes gurcharan's plight and offers lolita a job at his office in order to enable the family to survive. shekhar and lolita are attracted to each other but navin does not approve of this as he wants shekhar to get married to ... saifalikhan vidyabalan sanjaydutt diamirza raimasen sabyasachichakrabarty ninadkamat achyutpotdar rekha surinderkaur kumkumbhattacharya supriyashukla smitamalhotra rajeshsharma 
tt0473684,Pehchaan: The Face of Truth,drama swati azad and mridula are two inseparable friends in college. both do well in their studies successfully complete college and get married to ajay lal and milind khanna respectively. four years later prasad saxena another former collegian meets with a pregnant mridula and informs her that swati has committed suicide as she had lost her sanity. he tells her about the background of swati's death and his suspicions that she was actually killed by the lal family. mridula gets hold of a swati's diary reads it and concludes that the lal family did kill swati. she has the case reopened files various documents in court and has the lals - ajay and his dad hasmukh charged under section 302 and 34 of the indian penal code. it is here that mridula will find out that she has opened up a virtual pandora's box - for the lawyer representing the lals is none other than deepak khanna - her father-in-law. when milind finds out he accuses mridula of trying to disrupt the khanna family life and ... vinodkhanna ratiagnihotri raveenatandon sudhanshupandey diwakarpundir juhiparmar vineetkumar prabhatbhattacharya rupalpatel 
tt0451850,Paheli,drama fantasy romance parsimonious bhanwarlal is a bania (businessman) who lives in navalgarh rajasthan along with his wife; his sons sunderlal and kishanlal; sunderlal is married to gajrobai and has a son. during the annual camel race sunderlal loses the race to the thakur and out of shame leaves home never to return. now kishanlal has come of age and is married to lachchi. but on the very next day of the marriage he must leave for jamnagar to expand business and can return only after 5 years. a tearful lachchi bids him goodbye but to her pleasant surprise he returns within a few days and informs his dad that he met a holy sage who had instructed him to return as he will find five gold coins every morning. pleased with this bhanwarlal does not object to kishanlal's return. after four years it is now time for the camel race again and this time bhanwarlal's camel wins much to the chagrin of the thakur who suspects witchcraft. then lachchi gets pregnant and on the day of the child's birth the ... shahrukhkhan ranimukerji anupamkher naseeruddinshah ratnapathakshah amitabhbachchan sunilshetty juhichawla dilipprabhavalkar ninakulkarni padmarani sharvarijamenis rajpalyadav aditigovitrikar 
tt0443208,Rog,mystery romance thriller rog is the story of a troubled police officer who falls in love with a dead woman whose murder he is investigating. maya solomon mesmerizes all who surround her with her breathtaking beauty and sensuality. thus giving more twists and turns in the game of life. where by the police officer also entraps himself in a situation that might as well add to more conflicts in society. irrfankhan ilenehamann himanshumalik suhelseth shyamolivarma munishmakhija denzilsmith ankurdesai 
tt0439754,Pyaar Mein Twist,comedy drama musical she was a super mom-in-law a super bhabhi a super businesswoman. she could manage her family. she could manage her business. till she met yash khurana (rishi kapoor) and then she could not manage her heart. he was the best dad the best boss the best friend the best tycoon. he could control destinies he could control industries. till he met sheetal arya (dimple kapadia) and then he had no control over his heart. their families could not understand they were worried they were angry. but for sheetal and yash age was no bar...for them it was only love...bar...bar rishikapoor dimplekapadia 
tt0456165,Salaam Namaste,comedy drama romance falling in love. it's very easy to do. being in love - now that's the tough part. nick (saif ali khan) - he's a chef. ambar (preity zinta) - she's a radio jockey. they're young they're cool they're independent -and together they make the perfect pair. or do they? surrounded by quirky friends bosses and landlords but far away from home. nick and ambar take a huge leap of faith as they decide to move in together. and now they must tiptoe towards getting to know each other? they are attracted to each other - but they fight. they live together but as friends in different rooms. they're in a relationship - but then again they're not. they seem to want the same things but it seems that they have very little in common. between all this chaos they find out that ambar is pregnant. nick doesn't want the baby. how the two handle this dilemma is what will decide the direction this relationship will take and be the real test of their love. so are they really made for each other? are they ... saifalikhan preityzinta arshadwarsi javedjaffrey jugalhansraj taniazaetta kunalvijaykar ravikhote kavitakapoor mariagoretti siddhantashar zekezidaan azaanalikhan padambhushan 
tt0420123,Revati,drama the story of a rebel trash picker living in the slums of bombay india. she dreams of being able to have simple luxuries like a bath or decent clothes to cover her body. one day she gets her opportunity through a drug smuggler of bombay and quickly learns all that glitters is not gold. whether it be a drug lord a murder rapist or the legal system; revati is a fighter that keeps a sense of humor about her plight. revati shows the life's struggles of a woman struggling to keep her morality and dignity in a place that tries hard to strip her of all she has in many extreme circumstances. revati dares to be different and live by her own rules. will she win and yet keep her morality? will she survive? kashmirashah shreyastalpade ayubkhan vijaykadam javedkhan kirankumar utkarshanaik 
tt0432047,Sarkar,action crime drama meet subhash nagre - a wealthy and influential resident of bombay. he lives in a palatial house with his wife pushpa; sons vishnu and his wife amrita and their son; a second son named shankar in the united states. subhash and his family are thrilled when shankar returns home in the company of a gorgeous long-legged young woman named pooja who he plans to marry soon. while subhash adores both his sons he shows his open disappointment for vishnu whose language childish actions and his affair with a bollywood actress named sapna are just few of his wrong actions. when vishnu finds out that a bollywood actor is attempting to start an affair with sapna he angrily guns him down in front of several witnesses. subhash asks vishnu to leave the house and thereafter vishnu is arrested and charged with murder. then all hell breaks lose in the nagre household when a politician named motilal khurana is killed and the killer names subhash as the person who hired him to do this killing. ... amitabhbachchan abhishekbachchan kaykaymenon supriyapathak katrinakaif tanishaamukerji rukhsarrehman anupamkher srinivasaraokota deepakshirke ishratali zakirhussain ravikale rajumavani 
tt0477857,Sehar,action crime drama at the tender age of 8 ajay kumar is traumatized with the death of his army officer dad who kills himself with his service revolver as he was being accused of being a deserter leaving a widowed prabha to bring up ajay on her own. ajay grows up studies and successfully becomes an ips officer with the title of ssp. due to his honesty he gets transferred to various states in india. at this new posting in uttar pradesh he comes to terms with criminal don and ruthless killer gajraj singh. ajay would like a set up a special task force to deal with gajraj however he does run into problems as gajraj is politically well-connected. then a child who is a close friend of the state chief minister's is kidnapped by gajraj and this paves the way for formation of the stf consisting of about 8 honest and dedicated men and this does results in the rescue of the child. gajraj continues to elude the stf using more modern technology such as the use of cell phones. but the stf bounces back and... arshadwarsi pankajkapur mahimachaudhry sushantsingh navedaslam suhasinimulay rajendragupta 
tt0409527,Shabd,drama a story of shaukat a gifted writer who's reeling from the failure of his last novel. antara his reserved and sensitive wife supports him indisputably. to regain his command on writing shaukat decides to incorporate his story into his real life and subsequently slot the twists and turns of the real life incidents into his story. sanjaydutt aishwaryaraibachchan zayedkhan aakashpandey sadiyasiddiqui 
tt0459133,Shabnam Mausi,drama inspired by a real person shabnam mousi is an action-packed bollywood musical about a hijra (eunuch) who transcends societal oppression to become a successful politician. ashutoshrana 
tt0445056,Sheesha,drama romance thriller businesswoman sia malhotra lives a wealthy lifestyle in bangkok along with her twin ria who is deaf and dumb due to a neurological disorder. she meets with raj oberoi and both fall in love. their endeavors to cure ria are all in vain. sia plans to travel to the united states to improve her business and has no one to look after ria. so she decides to get married to raj so that he could move in with ria and look after her. raj agrees and both obtain a marriage certificate from pattaya city hall and sia departs for america. sia does not know that after her return she will be a suspect in the brutal killing of a female caucasian diana and will not be permitted to leave bangkok; and she will face further trauma and shock when she finds that her husband has been sexually molesting her handicapped sister. nehadhupia sonusood vivekshauq elidhmacqueen nijumavani naresngamseerat chartchaikongsiri robertslater somsaktuangchinda pat ouan gitapandey bon gina 
tt0476848,Ramji Londonwaley,comedy drama family ramji tiwari and his sister parvati had their parents pass away at an early age. ramji is a skilled cook and is familiar with all aspects of vegetarian cooking. he arranges parvati's marriage with the mishra family promises to pay a large sum of dowry which he manages to get by promising to get married to a wealthy man's daughter. madhavan samitabangargi satishshah akhilendramishra rajzutshi harshchhaya sunita adityasharma simonholmes zareenbhasin adityalakhia dayashankarpandey asmitasharma shikhashaluvarma 
tt0438981,Silsiilay,drama a group of women find solidarity with each other as they negotiate their complicated love-lives. tabu bhoomikachawla riyasen celinajaitly anitahassanandanireddy divyadutta rahulbose jimmysheirgill ashmitpatel kaykaymenon shahrukhkhan karanpanthaky 
tt0451919,Socha Na Tha,comedy romance mr. oberoi is a wealthy industrialist and lives a comfortable lifestyle with this two sons. the elder son is married and mr oberoi wants his second son viren to marry too. he has already selected a bride for him in aditi malhotra. though viren has always lived in his father and brother's shadows he is quite romantic at heart and hopes to fall in love first and then marry the girl of his choice. the presence of aditi prevents this and he makes all attempts not to marry her. he succeeds the wedding arrangements are all called off. then he meets the girl of his dreams karen fernandes and proposes marriage to her. the only setback he sees that she is a catholic and he a hindu. however that is soon overcome. everything seems to go on smoothly between both the families when viren falls out of love with karen and wants to cancel the wedding. when questioned about his change in mind he responds that he is in love with aditi. but aditi will not have anything to do with him ... abhaydeol ayeshatakia ayeshajhulka apoorvajha ratiagnihotri sandhyamridul 
tt0328503,Taj Mahal: An Eternal Love Story,drama history musical the love of the great moghul emperor shah jahan for his wife withstands court intrigue dynastic betrayal war and death itself when he builds her the greatest memorial tomb of all time: the taj mahal. zulfisayed sonyajehan kabirbedi arbaazkhan poojabatra milindgunaji vaquarsheikh 
tt0444913,Tango Charlie,action adventure drama indian army sepoy tarun chauhan is assigned to proceed to northeastern part of india that has been rocked by riots and violence with orders to report to his superior havaldar mohammed ali. once there he comes to know that things can be quiet for weeks following by sporadic violence and casualties on both sides. his group also comes under attack by vicious terrorists who like to cut an ear from a dead body then leave the body as bait in order to kill anyone who comes to the rescue. this is where tarun makes his first kill. then they are instructed to proceed to bengal in order to counter naxalities where tarun gets to see action almost immediately. then war breaks out between india and pakistan and their group is asked to travel to kargil and guard a bridge. this is where tarun will face his biggest challenge - a challenge that will make him a true soldier or lead him to his death. ajaydevgn bobbydeol sanjaydutt sunilshetty tanishaamukerji nandanasen sudeshberry shahbaazkhan vishalthakkar kellydorji vivekshauq sanjaymishra shalusharma 
tt0466546,The Film,crime drama mystery widowed mrs. braganza rents her house to seven struggling wanna-be film artistes who want to make it big in bollywood they are sushmita banerjee who wants to be a writer; aditya sharma who hopes to take over from shahrukh khan; pretty ankita kulkarni who wants to be an actress and is in love with aditya; nandini shetty who fancies herself a future lata mangeshkar; irfan wants to be a lyricist; while raman and vijay want to be music director and actor respectively. their aspirations lead them to naught and they are even unable to pay rent to mrs. braganza for nearly 5 months. when bollywood big-wigs are killed by shameembhai a dubai-based extortionist the seven hit upon a plan to make easy money by pretending to be shameem's henchmen. the plan goes well sharad shah a diamond merchant is abducted and a huge sum along with diamonds are extorted. the seven hide the loot in sushmita's vacant property outside mumbai city limits. the seven then settle down until this incident dies ... nassarabdulla ravibaswani rakeshbedi rubybhatia mahimachaudhry sulabhadeshpande ravigossain ravishankarjaiswal vaibhavjhalani satyendrakapoor sergiokato irrfankhan chahatkhanna mukeshkhanna 
tt0442855,Vaada,crime drama mystery rahul and puja are married and totally devoted to each other. one day they meet with a terrible accident and rahul loses his eyesight. on a business trip abroad rahul meets a friend karan. impressed by his dynamism and business acumen rahul asks him to join his business. they return to india and puja is stunned to see her husband with her friend karan. rahul's love for puja is blind and unquestioning. karan's love for puja is obsessive and uncontrollable. puja is trapped between a blind husband and a sighted lover. arjunrampal zayedkhan ameeshapatel aloknath rakeshbedi virendrasaxena rajeshvivek 
tt0475645,Vaah! Life Ho Toh Aisi!,comedy drama family there are lots of gods in hindu india. one of the gods is called yama or the god of death. in this case yama is asked to bring in the lifeless body of a rich indian called aditya. yama does so. on the way aditya soul pleads with him to set him free and back to life again as he has a lot of unfinished business to attend to. yama refuses to do so. but when aditya persists yama lets him have a second chance. he tells the dead man that he can live resolve all his problems within a set period of time. then after that yama will come again and take his life. aditya is then sent down to earth so that he can try and resolve the problems that he had left unfinished. but aditya finds that he cannot touch anything and no one can really see nor hear him. so how he is going to solve his problems? will yama help him out?aditya (shahid kapoor) is a happy man: his sister is getting married he is in love with his sweetheart piya (amrita rao) and he has recently invented a new revolutionary car ... shahidkapoor amritarao sanjaydutt arshadwarsi satyamanjrekar suhasinimulay premchopra sharatsaxena mohnishbahl ektasohini vivekshauq upasnasingh rajatbedi shwetabasuprasad 
tt0466398,Ssukh,comedy family romance when a major shareholder of ga advertising wants this firm to advertise a milk-based product he expects the manager patwardhan and his staff to come up with a fresh innocent face. a hapless patwardhan cannot think of anyone more fresh nor innocent looking that his book-keeper chandraprakash sharma who immediately agrees to his boss's request. chandraprakash subsequently brings his wife sushma to meet with patwardhan and several photographs are taken of the couple which are then made into posters to be displayed everywhere in the city. all goes well until patwardhan finds out that chandraprakash is not as innocent as he looks for the woman he introduced as his wife is not his wife at all but a woman named bhavna verma who has recently applied for a divorce from her husband rakesh and is on the verge of inheriting a whooping 10 crore rupees from her late grandfather. watch how a hapless chandraprakash attempts to stop the posters from going public and keep his real wife ... aartichhabria jackieshroff 
tt0449389,Shaadi No. 1,comedy kothari finds himself in a jam when his hair-growth water colors for students and agarbatti products misfire resulting in lawsuits. he decides to kill himself but is saved by three men: raj veer and aryan who give him alternate ideas to market his products with such positive results that he hires them. he finds out that all three married to bhavna (who is so engrossed with bhagwan shri tirupathi that she has no time for her pati); diya (a busy film actress); and sonia (an equally busy lawyer) respectively but are sex-starved. he confides in them that he has three unmarried daughters rekha madhuri and dimple who would prefer to fall in love with and then get married. he asks the trio to woo and then betray them so that he can get them married to boys of his choice. the trio agree to do so and re-locate abroad to meet the three females. to their pleasant surprise they turn out to be real beauties and they decide to woo and keep them. aided by kothari himself the trio have no ... fardeenkhan zayedkhan sharmanjoshi eshadeol sohaalikhan ayeshatakia sophiyachaudhary riyasen aartichhabria sanjaydutt 
tt0420304,Viruddh... Family Comes First,drama family vidyadhar patwardhan lives a middle-class life with his wife sumitra. they have a son amar who lives abroad in london u.k. and it is through his income that the family lives on. then amar returns home with jenny mayer his fiancée and both are welcomed. both do not look kindly upon amar's habit to drink. while the parents are busy preparing for a surprise birthday party for amar amar gets himself killed in a fight. a devastated vidyadhar and sumitra arrange for his funeral and thereafter follow-up with the police as to the conviction of the killer who has been identified as harshvardhan kadam. the police version is quite different from that of vidyadhar and they claim that amar and jenny were involved in smuggling drugs a fight ensued and amar was killed. subsequently two men are killed in a police encounter after confessing that they had killed amar over a fight over drugs. then jenny is arrested for possession of drugs and lodged in a cell. she is subsequently released... amitabhbachchan sharmilatagore johnabraham sanjaydutt anushadhandekar premchopra sharatsaxena beenabanerjee shivajisatam sachinkhedekar amitabhdayal 
tt0390614,Waqt: The Race Against Time,comedy drama family ishwar chandra thakur is living the good life content with his loving wife sumitra and son adiya. there is but one thing which gradually comes to annoy ishwar: his son's laziness and dependency on his father. when adiya marries his father's enemy's daughter and gets her pregnant ishwar decides to teach his son a lesson in the poverty that he himself experienced and fought himself out of. amitabhbachchan akshaykumar priyankachopra shefalishah bomanirani rajpalyadav 
tt1483815,Vidhyaarthi: The Power of Students,action this story about underworld and crime. how can 5 small child student team fight with underworld and finished all criminals without any support and outside facilities. all student expert and having knowledge of computer and fight. this is only mind game fight between child and criminals. vikramaditya akashajmera ishratali rajeshbakshi sarahghagare tinaghai brijgopal mohanjoshi babyrichamadhusudan macmohan govindnamdeo harishpatel vishwajeetpradhan babysneharao 
tt0453978,Yakeen,drama thriller the film begins with the recovery of simar (priyanka chopra) and her husband nikhil (arjun rampal) from a car accident. simar is almost unscratched but nikhil not only has major internal and external damage but he also has amnesia. simar is determined that nikhil will get better and resume his life and immediately begins by bringing in the best surgeons to reconstruct his damaged leg and face and then later helping him with the hospital therapy. although nikhil is at first cautious and wary simar's obvious love and dedication wins him over. after six months of therapy he's released from the hospital and the couple return home. simar insists that nikhil continue with his life and encourages him to go back to work though beforehand she warns him that there are both good and bad people all around and it's up to him to decide whom to trust. once nikhil meets up with his old friends and goes through his personal files he finds evidence that all was not well in his previous life. now... arjunrampal priyankachopra kimsharma sudhanshupandey saurabhshukla anangdesai atulparchure 
tt0451983,Zeher,crime drama mystery police inspector sonia mehra is married to her subordinate siddharth and both are employed by the goa police force. they share a fairly harmonious relationship. then one day a woman named anna verghese goes missing and is believed dead. to add to this mystery there is also the question of a suitcase full of cash that is also missing. sonia assumes charge of this investigation - and the deeper she probes the more sure she is that siddharth is also somehow involved with both anna and the missing cash. what she does not know that siddharth was having an affair with anna and is also responsible for stealing the cash. watch as events unfold that will eventually lead to the two confronting these issues and how it will affect their marriage. emraanhashmi shamitashetty uditagoswami sameerkochhar 
tt0420332,Veer-Zaara,drama family musical squadron leader veer pratap singh (shah rukh khan) is a rescue pilot with the indian air force. in the line of duty he comes across a stranded zaara (preity zinta) - a girl from pakistan who has come to india to fulfill her surrogate mothers dying wish. veer saves her life and his life is never the same again. twenty two years later saamia siddiqui (rani mukerji) a pakistani human rights lawyer on her first case finds herself face to face with an ageing veer pratap singh. he has languished in a pakistan jail cell for 22 years and has not spoken to anyone all these years. and no one knows why. her mission is to discover the truth about veer and see to it that justice is served. veer-zaara is a saga of love separation courage and sacrifice. a love that is divine a love that is whole-hearted a love that is completely consuming a love that grows with separation and deepens with sacrifice. a love that is an inspiration - and will remain a legend forever. shahrukhkhan preityzinta ranimukerji kironkher divyadutta bomanirani anupamkher amitabhbachchan hemamalini manojbajpayee zohrasehgal s.m.zaheer tomalter akhilendramishra 
tt0347473,Main Hoon Na,action comedy drama when india and pakistan decide to end their hostilities there is one army person in india who is unhappy because of his son's death in the indo-pak war. he decides to launch terror attacks and bring an end to peace and for this purpose he shoots and gravelly injures an indian army officer. after the death of this officer raghavan then decides to do away with the army officer's daughter sanjana who is studying in hostel. raghavan and his men descend on the hostel and hold over 100 students hostage. there is only one student who can save them and his name is ram he claims he is a student but is here on a mission - a mission that when told will reveal his real identity and two plans which he must carry out simultaneously. shahrukhkhan sushmitasen sunilshetty zayedkhan amritarao kabirbedi naseeruddinshah bomanirani bindu satishshah kironkher nassarabdulla kunalkumar rajivpanjabi 
tt0449447,Zameer,drama romance wealthy widower deepraj khanna lives a comfortable lifestyle in india with his only child a daughter by the name of pooja who always gets what she wants. when she enrolls in an all-girls college she feasts her eyes on a young lecturer by the name of suraj chauhan and wants him all for herself. she gets all the more determined when he outrightly rejects and even humiliates her publicly. she is devastated when she finds out that he has given his heart to an invalid former dancer supriya maheshwari who is convalescing after recovering from a paralytic stroke. pooja thinks of the unfairness of life and confronts supriya who has a relapse is again hospitalized and refuses to respond to any treatment insisting that suraj walk out of her life and marry pooja. when suraj finds that it is supriya's last wish he does marry pooja only to find out a few months later that it was pooja who had caused supriya's stroke. suraj walks away from everyones lives but he will return again five ... ajaydevgn ameeshapatel mahimachaudhry 
tt0418362,Mujhse Shaadi Karogi,comedy drama musical sunny rents a room in a city called goa in india. his room-mate is sameer who likes to fool around with woman then dump them. he eventually falls in love then gets dumped. sorrowful and repentant sameer also has had many misadventures especially when he ended up slapping an elderly man. now sameer has fallen for his next door neighbor rani. now sameer has two problems to overcome in order to wed rani. the first he has to eliminate his competitor none other than sunny himself who is also in love with rani and will do anything to marry her; and the second is rani's father ironically the very man who sameer had slapped earlier. will sunny end up getting married to rani leaving sameer to repent for the rest of his life? salmankhan akshaykumar priyankachopra amrishpuri satishshah rajpalyadav 
tt0422091,Dhoom,action crime thriller the tale begins in mumbai where a sophisticated gang of robbers is sweeping through the city giving nightmares to the police department. they come like wind sweep the place and disappear on their hi-tech bikes - the slickest and fastest riding machines on the road. officer jai dixit (abhishek bachchan) is brought in on the case. soon he is on the trail of the robbers - a gang headed by kabir (john abraham) an evil perfectionist with an attitude. jai ropes in the services of ali (uday chopra) a happy-go-lucky garage mechanic and a prodigious bike rider. the two reluctant partners join forces and soon jai realizes that the clown can ride bikes like the wind. kabir soon catches on to jai-ali's teaming up and his arrogance pushes him to take up the challenge openly. from the mean streets of mumbai the chase shifts to the sun kissed beaches of goa. and so starts the hunt - where sometimes the hunter becomes the hunted. dhoom reinvents the classic cops and robbers tale and brings it ... abhishekbachchan johnabraham udaychopra eshadeol rimisen manojjoshi sanjaym.singh amirfarid mehulbhojak rohitchopra palashdutta sanjaykeni ajaypadhe ayesharaza 
tt0347332,Khakee,action crime drama dcp anant shrivastav (amitabh bachchan) has been assigned the mission to escort terrorist iqbal ansari (atul kulkarni) from chandangarh to mumbai. his terrorist organization are determined to obtain him again. the plan for this is led by yashwant angre (ajay devgan) a ruthless killer and a former police officer. anant's team consists of inspector shekhar sachdev (akshay kumar) rookie cop ashwin gupte (tusshar kapoor) and two more inspectors. soon mahalakshmi (aishwarya rai) joins them as she is the only witness to have seen yashwant. the team are armed and ready to go but danger lurks everywhere as the terrorist organization are determined to make sure the officers do not make it to mumbai. the trip turns into survival when the team are attacked at various times. finally the team make it to an abandoned cottage in the forest but there is a shoot out and the team are heavily outnumbered. shekhar tries to force an exchange but against anant's and ashwin's judgement. finally ansari ... amitabhbachchan akshaykumar ajaydevgn aishwaryaraibachchan tussharkapoor atulkulkarni jayaprada laradutta prakashraj sabyasachichakrabarty tanuja ashwinikalsekar radhikamenon d.santosh 
